"committee","motiondate","motionname_ch","motionname_en","mover","movertype","motionresult","andrewleung","jamesto","leungyiuchung","abrahamshek","tommycheung","josephlee","jeffreylam","wongtingkwong","starrylee","chanhakkan","chankinpor","priscillaleung","wongkwokkin","reginaip","paultse","leungkwokhung","claudiamo","michaeltien","stevenho","frankieyick","wuchiwai","yiusiwing","mafungkwok","charlespetermok","chanchichuen","chanhanpan","leungchecheung","kennethleung","alicemak","kwokkaki","kwokwaikeung","denniskwok","christophercheung","fernandocheung","helenawong","ipkinyuen","elizabethquat","martinliao","poonsiuping","chianglaiwan","lowaikwok","chungkwokpan","alvinyeung","andrewwan","chuhoidick","jimmyng","juniusho","hokaiming","lamcheukting","holdenchow","shiukafai","shiukachun","wilsonor","yunghoiyan","pierrechan","chanchunying","tanyachan","cheungkwokkwan","huichifung","lukchunghung","laukwokfan","kennethlau","chengchungtai","kwongchunyu","jeremytam","nathanlaw","yiuchungyim","lausiulai","sixtusleung","yauwaiching","garyfan","aunokhin","vincentcheng","tonytse","chanhoiyan","eddiechu"
"finance",2017-10-27,"FCR(2017-18)27A 工務小組委員會在2017年6月28日所提出的建議 – 在油麻地巧翔街重置上海街垃圾收集站及露宿者服務單位","fcr(2017-18)27a recommendation of the public works subcommittee made on 28 june 2017 – reprovisioning of shanghai street refuse collection point and street sleepers’ services units to the site on hau cheung street, yau ma tei","","publicofficer","passed",NA,"absent","absent","absent","absent","yes","yes","yes","yes","absent","present","yes","yes","yes","absent",NA,"yes","absent","yes","yes","yes","yes","yes","yes","abstain","yes","yes","absent","yes","absent","yes","absent","absent","absent","absent","yes","yes","absent","yes","yes","absent","absent","yes","absent","yes","absent","absent","absent","yes","yes","yes","yes","yes","yes","absent","yes","yes","yes","absent","yes","yes","yes","no","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-03,"FCR(2017-18)18 - EC(2016-17)28人事編制小組委員會在2017年4月26日所提出的建議 - 在財經事務及庫務局庫務科開設1個首長級丙級政務官職位；以及將稅務局1個總評稅主任編外職位轉為常額職位","fcr(2017-18)18 - ec(2016-17)28 recommendation of the establishment subcommittee made on 26  april 2017 - create 1 ao staff grade c in fstb (treasury branch) and make permanent of 1 chief assessor in the ird","","publicofficer","passed",NA,"absent","abstain","absent","yes","yes","absent","yes","absent","absent","present","absent","yes","absent","absent",NA,"absent","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","absent","yes","yes","yes","absent","absent","absent","yes","yes","absent","yes","yes","absent","yes","absent","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","absent","yes","yes","absent","yes","absent","yes","yes","absent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-03,"FCR(2017-18)30 – EC(2017-18)1人事編制小組委員會在2017年6月14日所提出的建議 - 保留民政事務局轄下關愛基金秘書處1個首長級丙級政務官編外職位","fcr(2017-18)30 – ec(2017-18)1 recommendation of the establishment subcommittee made on 14 june 2017 - retain 1 supernumerary post of ao staff grade c in the community care fund secretariat under the home affairs bureau","","publicofficer","passed",NA,"absent","abstain","absent","yes","yes","absent","yes","yes","absent","present","absent","yes","yes","absent",NA,"yes","yes","yes","yes","yes","yes","absent","yes","abstain","yes","yes","absent","yes","absent","absent","absent","absent","abstain","yes","yes","yes","absent","yes","absent","absent","absent","yes","yes","abstain","absent","yes","yes","yes","yes","yes","no","yes","yes","absent","yes","absent","yes","absent","yes","yes","absent","abstain","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：1)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure(no. 1)","","publicofficer","negatived",NA,"absent","yes","no","no","yes","absent","no","absent","absent","present","no","no","no","no",NA,"absent","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","absent","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","no","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：2)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no. 2)","","publicofficer","negatived",NA,"absent","yes","no","no","yes","absent","no","absent","absent","present","absent","no","no","no",NA,"absent","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","absent","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","yes","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"動議其後就相同議程項目下任何議案或待議議題進行點名表決時，委員會須在點名表決鐘聲響起一分鐘後進行點名表決","motion that in the event of further divisions being claimed of any motions or questions under the same agenda item, the committee do proceed such divisions immediately after the division bell has been rung for one minute","","publicofficer","passed",NA,"absent","no","yes","yes","absent","absent","yes","absent","absent","present","yes","yes","yes","yes",NA,"no","absent","absent","yes","absent","yes","yes","no","no","yes","yes","absent","yes","no","yes","absent","yes","no","absent","absent","yes","yes","yes","yes","yes","absent","no","no","absent","absent","absent","yes","absent","yes","yes","absent","yes","yes","no","yes","absent","yes","absent","yes","yes","absent","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：3)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no. 3)","","publicofficer","negatived",NA,"absent","yes","no","no","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","yes","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：4)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.4)","","publicofficer","negatived",NA,"absent","yes","no","no","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","yes","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：5)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no. 5)","","publicofficer","negatived",NA,"absent","yes","no","no","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","no","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：6)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.6)","","publicofficer","negatived",NA,"absent","yes","no","no","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","yes","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：7)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.7)","","publicofficer","negatived",NA,"absent","yes","no","present","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","yes","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：8)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.8)","","publicofficer","negatived",NA,"absent","yes","no","no","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","yes","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：9)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.9)","","publicofficer","negatived",NA,"absent","yes","no","no","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","yes","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：10)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no. 10)","","publicofficer","negatived",NA,"absent","yes","absent","no","absent","absent","no","absent","absent","present","no","no","no","absent",NA,"yes","absent","absent","no","absent","no","no","yes","yes","no","no","absent","no","absent","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","no","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：11)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no. 11)","","publicofficer","negatived",NA,"absent","yes","absent","no","absent","absent","no","absent","absent","present","no","no","no","no",NA,"yes","absent","absent","no","absent","no","no","yes","yes","absent","no","absent","no","yes","no","absent","no","yes","absent","absent","no","no","no","no","no","absent","yes","yes","yes","absent","absent","no","absent","no","no","absent","no","no","no","no","absent","no","absent","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-18,"FCR(2017-18)32 – EC(2016-17)29 人事編制小組委員會在2017年6月6日所提出的建議 - 在土木工程拓展署開設4個首長級編外職位；以及重新調配署内3個首長級薪級第3點、5個首長級薪級第2點和13個首長級薪級第1點的職位","fcr(2017-18)32 – ec(2016-17)29 recommendation of the establishment subcommittee made on 6 june 2017 - create 4 supernumerary posts and redeploy 3 d3, 5 d2 and 13 d1 directorate posts within cedd","","publicofficer","passed",NA,"absent","no","yes","yes","absent","absent","yes","absent","absent","present","yes","yes","yes","yes",NA,"no","absent","absent","yes","absent","yes","yes","no","no","absent","yes","absent","yes","no","yes","absent","yes","no","absent","absent","yes","yes","yes","yes","yes","absent","no","yes","no","absent","absent","yes","absent","yes","yes","absent","yes","yes","yes","yes","absent","yes","absent","yes","yes","absent","no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-11-25,"FCR(2017-18)28 把1筆1名前法律援助受助人拖欠政府的無法追討的判定債項撇帳","fcr(2017-18)28 to write-off an irrecoverable judgment debt owed to the government by a former legally aided person","","publicofficer","passed",NA,"absent","absent","absent","absent","no","absent","yes","absent","yes","present","absent","yes","absent","absent",NA,"absent","absent","yes","yes","absent","yes","yes","no","no","yes","yes","absent","yes","absent","absent","absent","yes","no","no","abstain","yes","yes","yes","absent","yes","yes","no","no","no","yes","yes","yes","no","yes","absent","no","yes","yes","no","yes","absent","absent","absent","yes","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
